Title,Holder,Date,附件,附件名,下载次数
关于举办福州大学第四十三场“教学有道”研讨活动的通知,质量办,2023/6/15,0,0,0
,,,,,
福州大学关于开展2023年省级一流本科课程申报推荐工作的通知,教研教改,2023/6/14,0,0,0
,,,,,
福州大学关于公布2021级数理金融实验班学生主辅修专业及导师名单的通知,教研教改,2023/6/13,0,0,0
,,,,,
关于公布2023-2024学年第一学期修读辅修专业学生名单的通知,计划科,2023/6/12,0,0,0
,,,,,
关于2022-2023学年第二学期《大学英语（二）、（三）、（四）》课程期末考试安排的通知,教学运行,2023/6/9,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13053671,福州大学本科生转专业管理实施办法（暂行）.docx,872
,,,,,
关于2022-2023学年第二学期《工程制图A（下）、C（下）、D、F》课程期末考试安排的通知,教学运行,2023/6/9,0,0,0
,,,,,
关于转发12306手机客户端提供学生优惠资质在线核验服务的通知,综合科,2023/6/7,0,0,0
,,,,,
关于2023-2024学年第一学期修读辅修专业学生名单的公示,计划科,2023/6/5,0,0,0
,,,,,
关于2022-2023学年第二学期《概率论与数理统计》课程期末考试安排的通知,教学运行,2023/6/1,0,0,0
,,,,,
关于公布第二十九期本科生科研训练计划立项项目的通知,实践科,2023/5/31,0,0,0
,,,,,
关于公布2023年本科生创新创业实践与素质拓展学分认定结果的通知,实践科,2023/5/30,0,0,0
,,,,,
关于公布福州大学第九届桥梁设计大赛获奖名单的通知,实践科,2023/5/30,0,0,0
,,,,,
关于公布福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛获奖名单的通知,实践科,2023/5/30,0,0,0
,,,,,
关于公布福州大学第三届大学生先进成图技术与产品信息建模创新大赛获奖名单的通知,实践科,2023/5/30,0,0,0
,,,,,
关于2022-2023学年第二学期《思想道德与法治》课程期末考试安排的通知,教学运行,2023/5/26,0,0,0
,,,,,
关于2022-2023学年第二学期《毛泽东思想和中国特色社会主义理论体系概论》课程期末考试安排的通知,教学运行,2023/5/26,0,0,0
,,,,,
关于2022-2023学年第二学期《马克思主义基本原理》课程期末考试安排的通知,教学运行,2023/5/26,0,0,0
,,,,,
关于2022-2023学年第二学期《高等数学A（中）、B（下）、C（下）》课程期末考试安排的通知,教学运行,2023/5/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13050845,附件1：专家信息汇总表.xlsx,954
,,,,,
关于2022-2023学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,教学运行,2023/5/24,0,0,0
,,,,,
福州大学关于开展第七届远志创业实验班招生工作的通知,教研教改,2023/5/22,0,0,0
,,,,,
关于举办福州大学第四十二场“教学有道”研讨活动的通知,质量办,2023/5/22,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049655,附件1：福州大学课堂教学质量评估表.doc,853
,,,,,
关于2022-2023学年第二学期再次开放本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2023/5/22,0,0,0
,,,,,
关于做好第二十七期、二十八期本科生科研训练计划项目结题工作的通知,实践科,2023/5/18,0,0,0
,,,,,
关于做好国家、省级大学生创新创业训练计划项目结题工作的通知,实践科,2023/5/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049257,2023-2024学年第一学期国情课列表.docx,993
,,,,,
关于做好2023-2024学年第一学期教材选用及征订工作的通知,教材中心,2023/5/18,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049254,超星尔雅使用手册（学生版）.pdf,2613
,,,,,
关于2022-2023学年第二学期《近现代史纲要》课程期末考试安排的通知,教学运行,2023/5/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049235,附件1：福州大学2023级“嘉锡化学拔尖班”招生简章.doc,1958
,,,,,
福州大学关于公布2021级数理综合班专业分流学生名单及学科导师名单的通知,教研教改,2023/5/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049232,附件2：承诺书.doc,897
,,,,,
关于公布福州大学第七届网络信息安全竞赛获奖名单的通知,实践科,2023/5/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13049229,附件3：2023级数理金融实验班申请表.doc,792
,,,,,
关于举办福州大学第四十一场“教学有道”研讨活动的通知,质量办,2023/5/16,0,0,0
,,,,,
关于2024届预计毕业生核对电子注册学历信息的通知,教学运行,2023/5/16,0,0,0
,,,,,
关于组织申报2023-2024学年第一学期通识教育选修课的通知,计划科,2023/5/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13048683,闽工信联软件〔2023〕31号关于举办第十三届海峡两岸信息服务创新大赛暨福建省第十七届计算机软件设计大赛的通知.pdf,734
,,,,,
关于2022-2023学年第二学期计算机语言类课程期末考试安排的通知,教学运行,2023/5/12,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13045827,附件1：福州大学校外实习教学基地一览表（2022年9月）.xlsx,1442
,,,,,
关于举办福州大学第四十场“教学有道”研讨活动的通知,质量办,2023/5/12,0,0,0
,,,,,
关于开展2023届本科毕业生座谈会的通知,质量办,2023/5/12,0,0,0
,,,,,
关于公布福州大学第九届“汇仟杯”测量大赛获奖名单的通知,实践科,2023/5/8,0,0,0
,,,,,
2022-2023学年第二学期在校学生申请辅修专业的通知,计划科,2023/5/8,0,0,0
,,,,,
福州大学关于开展2022-2023学年本科教学优秀奖评选工作的通知,教研教改,2023/5/5,0,0,0
,,,,,
关于举办福州大学第三十九场“教学有道”研讨活动的通知,质量办,2023/5/5,0,0,0
,,,,,
关于组织申报2023年本科生开放探索性实验项目（课程）的通知,实践科,2023/5/5,0,0,0
,,,,,
关于开展2023届本科毕业设计（论文）抽检送审工作的通知,实践科,2023/4/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13037663,附件：福州大学2023届优秀本科生毕业设计（论文）名单.doc,2996
,,,,,
关于对2023届本科毕业设计（论文）进行查重检测的通知,实践科,2023/4/26,0,0,0
,,,,,
关于试用本科毕业设计（论文）管理模块的通知,实践科,2023/4/26,0,0,0
,,,,,
关于2022-2023学年第二学期《工程制图E》课程期末考试安排的通知,教学运行,2023/4/25,0,0,0
,,,,,
关于2023届预计毕业生补拍电子注册学历照片的通知,教学运行,2023/4/24,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13031762,附件：2023高教社杯全国大学生数学建模竞赛福州大学队伍的报名操作流程.pdf,5683
,,,,,
关于举办福州大学第十七届数学建模竞赛暨2023年全国大学生数学建模竞赛集训队选拔的通知,实践科,2023/4/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13003807,关于开展2023年度教师本科教学综合测评工作的通知.doc,1119
,,,,,
关于2023年五一节放假课程调整的通知,教学运行,2023/4/19,0,0,0
,,,,,
关于2022-2023学年第二学期《大学物理》课程半期考试安排的通知,教学运行,2023/4/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=13002268,2023年国家级、省级大学生创新创业训练计划推荐项目汇总表.doc,4377
,,,,,
关于举办2023年福州大学第二十三届数学竞赛暨第十五届全国大学生数学竞赛选拔赛的通知,实践科,2023/4/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999540,202202英语拓展课考试7.3上、下午.xls,763
,,,,,
关于举办福州大学第十三届大学生节能减排社会实践与科技竞赛暨第九届材料创新、设计及应用竞赛的通知,实践科,2023/4/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999539,2202大学物理B 期末考7.6下午.xlsx,912
,,,,,
关于举办福州大学第二十届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,实践科,2023/4/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12999431,附件3：2023年福州大学大学生工程实践与创新能力大赛命题与运行.pdf,1266
,,,,,
关于举办福州大学第七届网络信息安全竞赛的通知,实践科,2023/4/13,0,0,0
,,,,,
关于组织开展第十六届中国大学生计算机设计大赛校内预选赛的通知,实践科,2023/4/7,0,0,0
,,,,,
关于举办福州大学第三届大学生先进成图技术与产品信息建模创新大赛的通知,实践科,2023/4/7,0,0,0
,,,,,
关于2022-2023学年第二学期《高等数学》课程半期考试安排的通知,教学运行,2023/4/7,0,0,0
,,,,,
关于2022-2023学年第二学期《线性代数》课程半期考试安排的通知,教学运行,2023/4/6,0,0,0
,,,,,
关于2023年清明节放假课程调整的通知,教学运行,2023/4/3,0,0,0
,,,,,
关于举办福州大学第十四届企业经营模拟沙盘对抗赛的通知,实践科,2023/3/31,0,0,0
,,,,,
关于开展2023年省级大学生学科专业竞赛项目申报工作的通知,实践科,2023/3/29,0,0,0
,,,,,
关于正式启用福州大学课堂教学督导管理系统的通知,质量办,2023/3/27,0,0,0
,,,,,
关于转发福建省教育厅《关于印发&lt;福建省高校大学生学科专业竞赛管理办法（试行）&gt;的通知》的通知,实践科,2023/3/27,0,0,0
,,,,,
关于召开2022-2023学年春季学期期初本科教育教学工作会议的通知,综合科,2023/3/24,0,0,0
,,,,,
2023年第二届福建省高校教材联合巡展（福州大学）活动通知,教材中心,2023/3/23,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997759,附件2：教育部关于一流本科课程建设的实施意见（教高〔2019〕8号）.doc,762
,,,,,
关于做好2023年3月参军退役复学学生转专业工作的通知,教学运行,2023/3/22,0,0,0
,,,,,
关于2022-2023学年第二学期爱课程平台参加通识教育选修课学习的重要提示,计划科,2023/3/21,0,0,0
,,,,,
关于做好2023-2024学年第一学期排课准备工作的通知,教学运行,2023/3/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12995968,2202英语二、四期末考试6.18下午.xlsx,975
,,,,,
关于举办2023年福州大学大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛的通知,实践科,2023/3/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12997452,2202 工程制图 期末考试安排 6.18下午.xlsx,549
,,,,,
关于上报2023年各学院本科教育教学质量保障工作计划的通知,质量办,2023/3/17,0,0,0
,,,,,
教务处关于暂停对外办公的通知,综合科,2023/3/15,0,0,0
,,,,,
关于举办福州大学第九届“汇仟杯”测量大赛的通知,实践科,2023/3/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993877,2202概率期末考6.11下午.xlsx,808
,,,,,
关于举办福州大学第十二届大学生软件设计与服务外包创新创业竞赛的通知,实践科,2023/3/14,0,0,0
,,,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》开课的友情提示 ,计划科,2023/3/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12993329,福州大学本科生创新创业实践与素质拓展学分申报汇总表.doc,2877
,,,,,
关于做好第二十九期本科生科研训练计划项目立项工作的通知,实践科,2023/3/10,0,0,0
,,,,,
关于2022-2023学年第二学期重新学习选课、缴费的通知,教学运行,2023/3/7,0,0,0
,,,,,
关于上报2023年各学院新时代劳动教育实施计划的通知,实践科,2023/3/3,0,0,0
,,,,,
关于福州大学参加2023年第九届全国大学生统计建模大赛的通知,实践科,2023/3/3,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991703,2202 思想道德与法治 随堂考安排.xlsx,825
,,,,,
关于组织参加2023年美国大学生数学建模春季MCM/ICM赛的通知,实践科,2023/3/1,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991684,2202 毛泽东思想概论 随堂考安排.xlsx,911
,,,,,
关于公布2022-2023学年第二学期通选课取消开课名单的通知,计划科,2023/2/27,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991629,2202 马克思主义基本原理 随堂考安排.xlsx,829
,,,,,
关于2022-2023学年第二学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2023/2/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991589,2202高等数学A(中）、C（下）期末考试安排 6.11上午第二场.xlsx,927
,,,,,
关于2023届预计毕业生校对电子注册学历照片的通知,教学运行,2023/2/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12991045,2202线性代数期末考试6.4下午.xlsx,981
,,,,,
关于组织参加第十四届全国周培源大学生力学竞赛的通知,实践科,2023/2/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12990686,附件1：福州大学第七届远志创业实验班招生简章.docx,1106
,,,,,
关于2023届本科毕业生创新创业实践与素质拓展学分认定工作的通知,实践科,2023/2/20,0,0,0
,,,,,
关于2022-2023第二学期辅修专业补退选、缴费的通知,教学运行,2023/2/20,0,0,0
,,,,,
关于对2022年学院教学有关数据进行统计的通知,实践科,2023/2/19,0,0,0
,,,,,
关于开学第一周集中听课的通知,质量办,2023/2/19,0,0,0
,,,,,
关于2022-2023第二学期学期选课补退选的通知,教学运行,2023/2/19,0,0,0
,,,,,
关于报名参加2022-2023学年第二学期国情教育网络培训的通知,计划科,2023/2/18,0,0,0
,,,,,
关于2022-2023学年第二学期港澳台侨学生思政课和军事课程退选替代的通知,计划科,2023/2/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989484,srtp项目结题附件.zip,2396
,,,,,
关于2022-2023学年第二学期通识教育选修课选课的通知,计划科,2023/2/17,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989479,国创省创结题附件.zip,1293
,,,,,
关于常态化本科生实习教学工作的通知,实践科,2023/2/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12989267,附件1：教育部公示马工程重点教材目录-115种-.xlsx,1023
,,,,,
2023年春季学期开学教学工作安排,教学运行,2023/2/3,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12283327,2202近现代史纲要期末考试.xlsx,832
,,,,,
关于2023年春季学期《大学物理实验》绪论课程教室安排的通知,教学运行,2023/1/11,0,0,0
,,,,,
教务处关于2023年寒假用印安排的通知,综合科,2023/1/9,0,0,0
,,,,,
关于核对2022-2023学年第二学期通识教育选修课开课信息的有关通知,计划科,2023/1/4,0,0,0
,,,,,
关于2022-2023学年第二学期辅修专业选课的通知,教学运行,2023/1/4,0,0,0
,,,,,
关于2022-2023学年第一学期《高等数学A（上）、B（上）、C（上）、D》课程期末线上考试安排的通知,教学运行,2023/1/2,0,0,0
,,,,,
关于2022-2023学年第一学期《概率论与数理统计》课程期末线上考试安排的通知,教学运行,2022/12/29,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12222774,2202计算机语言期末考试5.28.xlsx,1001
,,,,,
关于举办第十三届全国大学生电子商务“三创赛”福州大学校赛的通知,实践科,2022/12/27,0,0,0
,,,,,
关于做好2023届本科生毕业设计（论文）工作的通知,实践科,2022/12/27,0,0,0
,,,,,
关于2022-2023学年第一学期《线性代数》、《线性代数与解析几何》课程期末线上考试安排的通知,教学运行,2022/12/26,0,0,0
,,,,,
关于元旦期间教学安排的通知,教学运行,2022/12/26,0,0,0
,,,,,
关于开展2023年本科教材审核工作的通知,教材中心,2022/12/26,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219565,附件1：福州大学本科教学优秀奖评选办法.doc,1124
,,,,,
关于组织参加2023年美国大学生数学建模竞赛的通知,实践科,2022/12/19,0,0,0
,,,,,
关于2022-2023学年第二学期本科生学期选课的通知,教学运行,2022/12/16,0,0,0
,,,,,
关于召开2022-2023学年秋季学期期末本科教育教学工作会议的通知,综合科,2022/12/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218055,3附件2：2023届福州大学本科毕业设计（论文）抽检情况汇总表.xlsx,3220
,,,,,
关于评选2022年优秀教学管理人员的通知,综合科,2022/12/15,0,0,0
,,,,,
2022年秋季学期期末教学工作安排,教学运行,2022/12/14,0,0,0
,,,,,
关于2022-2023学年第一学期《工程制图A（上）、C（上）、D、F》课程期末考试安排的通知,教学运行,2022/12/9,0,0,0
,,,,,
关于做好2022年省级（含）以上大学生创新创业训练计划项目和第二十八期本科生科研训练计划项目中期检查工作的通知,实践科,2022/12/8,0,0,0
,,,,,
关于2022级期末相关教学安排的通知,教学运行,2022/12/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218050,2附件：维普论文检测系统查重标准及格式报告说明.doc,6662
,,,,,
关于2022-2023学年第一学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,教学运行,2022/12/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12218049,1附件：福州大学本科毕业设计（论文）管理模块操作指南.doc,2165
,,,,,
关于2022-2023学年第一学期《马克思主义基本原理》课程期末考试安排的通知,教学运行,2022/12/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12219851,2202制图E期末考试5.14上午.xlsx,692
,,,,,
关于公布第六届网络信息安全竞赛获奖名单的通知,实践科,2022/12/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12216500,附件：获得图像采集码途径.pdf,1589
,,,,,
关于部分教室改造的调课通知,教学运行,2022/12/2,0,0,0
,,,,,
关于本学期期末课程教学和实习安排的通知,实践科,2022/12/2,0,0,0
,,,,,
关于举办福州大学第九届桥梁设计大赛的通知,实践科,2022/11/30,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12215056,2202大物半期考5.7下午.xlsx,793
,,,,,
关于2022-2023学年第二学期修读辅修专业学生名单的公示,计划科,2022/11/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12214628,附件3：福州大学第二十三届数学竞赛大纲.pdf,1590
,,,,,
福州大学关于收集线上课程资源需求的通知,教研教改,2022/11/24,0,0,0
,,,,,
关于2022-2023学年第一学期《高等数学A（下）》课程期末考试安排的通知,教学运行,2022/11/24,0,0,0
,,,,,
关于2022-2023学年第一学期计算机语言类课程期末考试安排的通知,教学运行,2022/11/24,0,0,0
,,,,,
关于2022-2023学年第一学期《中国近现代史纲要》课程期末考试安排的通知,教学运行,2022/11/23,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212463,附件1：2023年（第16届）4C大赛通知（中大计赛函[2023]1号）.pdf,1186
,,,,,
关于加强我校本科生转专业面试、笔试监督工作的通知,教学运行,2022/11/23,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212445,附件2：福州大学第三届大学生先进成图技术与产品信息建模创新大赛报名表.xls,1012
,,,,,
关于做好2022-2023学年第二学期教材选用及征订工作的通知,教材中心,2022/11/22,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212349,2202高数半期考4.16上午.xlsx,1172
,,,,,
关于2022-2023学年第一学期《工程制图E》、《画法几何》课程期末考试安排的通知,教学运行,2022/11/19,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12212082,2202线代半期考4.22下午.xlsx,927
,,,,,
关于公布第十六届本科生数学建模竞赛获奖名单的通知,实践科,2022/11/18,0,0,0
,,,,,
关于2022-2023学年第一学期《概率论与数理统计》课程半期考试安排的通知,教学运行,2022/11/16,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=12210538,附件：福州大学第十四届企业经营模拟沙盘对抗赛报名表.doc,911
,,,,,
关于2022-2023学年第一学期《高等数学A（上）、B（上）、C（上）、D》课程半期考试安排的通知,教学运行,2022/11/16,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11995879,附件1：福建省高校大学生学科专业竞赛管理办法（试行）.pdf,1143
,,,,,
关于做好2023届预计毕业生电子注册图像采集工作的通知,教学运行,2022/11/15,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994720,附件：福州大学课堂教学督导管理系统操作指南（学院）.doc,1121
,,,,,
关于公布第十四届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛获省赛参赛资格名单的通知,实践科,2022/11/11,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11994703,闽教规〔2023〕2号福建省教育厅关于印发《福建省高校大学生学科专业竞赛管理办法（试行）》的通知.pdf,1550
,,,,,
关于组织申报2022-2023学年第二学期通识教育选修课的通知,计划科,2022/11/8,0,0,0
,,,,,
关于公布2022-2023学年各学院转专业实施细则的通知,教学运行,2022/11/7,0,0,0
,,,,,
关于举办虚拟教研室建设之课程知识图谱构建专家辅导会暨福州大学第三十八场“教学有道”研讨活动的通知,教研教改,2022/11/3,0,0,0
,,,,,
关于2022-2023学年第一学期本科生学生证和火车票优惠卡补办及火车票优惠卡更改区间的通知,综合科,2022/11/3,0,0,0
,,,,,
关于2022-2023学年第一学期在校学生申请辅修专业的通知,计划科,2022/11/1,0,0,0
,,,,,
关于2022年新上岗教师教学达标培训班教师配备导师的通知,质量办,2022/10/26,0,0,0
,,,,,
关于做好2022学年本科生转专业工作的通知,教学运行,2022/10/20,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11992244,福州大学本科生转专业管理实施办法（暂行）.docx,1100
,,,,,
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第八周）,计划科,2022/10/12,0,0,0
,,,,,
关于举办第十四届蓝桥杯全国软件和信息技术专业人才大赛福州大学选拔赛的通知,实践科,2022/10/10,0,0,0
,,,,,
关于组织2022级新生开展学籍信息自查工作的通知,教学运行,2022/10/10,0,0,0
,,,,,
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第七周）,计划科,2022/10/6,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990962,附件1：福州大学关于进一步完善本科教育教学质量保障体系的实施意见.doc,913
,,,,,
关于公布省级以上大学生创新创业训练计划项目结题成绩的通知,实践科,2022/10/5,0,0,0
,,,,,
关于公布第二十六、二十七期本科生科研训练计划项目结题成绩的通知,实践科,2022/10/5,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990523,附件2 ：福州大学第九届“汇仟杯”测量大赛竞赛细则.docx,1112
,,,,,
关于举办福州大学第三十七场“教学有道”研讨活动暨2022年教师教学创新大赛培训会的通知,质量办,2022/10/4,0,0,0
,,,,,
福州大学关于2022年各类课程教学资料专项检查具体安排的通知,质量办,2022/10/4,0,0,0
,,,,,
关于转发福建省新工科教育联盟《关于开展新工科教育专家库建设、优秀教学案例征集、实践平台共建共享工作的通知》的通知,教研教改,2022/9/29,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11990101,第29期SRTP附件.zip,3714
,,,,,
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第六周）,计划科,2022/9/29,0,0,0
,,,,,
转发福建省高校课程思政教育联盟《关于开展课程思政专家库建设及优秀教学案例征集工作的通知》的通知,教研教改,2022/9/28,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11988731,福大教21-13福州大学关于印发《福州大学关于新时代劳动教育的实施方案（暂行）》的通知.pdf,882
,,,,,
关于2022年高校教学基本状态数据库教学相关数据报送的通知,实践科,2022/9/23,0,0,0
,,,,,
关于报送课程教学资料、本科生毕业设计（论文）、实习、实验与课程设计质量专项检查自查材料的通知,实践科,2022/9/23,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11988018,2023年美国大学生数学建模春季MCMICM赛介绍及参赛流程.pdf,2401
,,,,,
关于2022年国庆节放假课程调整的通知,教学运行,2022/9/23,0,0,0
,,,,,
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第五周）,计划科,2022/9/21,0,0,0
,,,,,
关于组织报名参加全国高校教师教学创新大赛备赛实战与案例解析专题培训会的通知,质量办,2022/9/21,0,0,0
,,,,,
关于做好2022-2023学年第二学期排课准备工作的通知,教学运行,2022/9/21,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930610,关于组织参加第十四届全国周培源大学生力学竞赛的通知.docx,1455
,,,,,
关于召开2022-2023学年秋季学期期初本科教学工作会议的通知,综合科,2022/9/20,0,0,0
,,,,,
关于通识选修课《爱课程：美化嗓音 轻松讲课》线下见面课的友情提示,计划科,2022/9/16,0,0,0
,,,,,
关于做好2022年参军退役复学学生转专业工作的通知,教学运行,2022/9/15,0,0,0
,,,,,
关于铜盘校区学生往返旗山校区实验实习教学活动用车安排的通知（2022-2023学年第一学期第四周）,计划科,2022/9/15,0,0,0
,,,,,
关于在爱课程平台参加通识选修课学习的重要提示,计划科,2022/9/14,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930525,学分认定申请表格.zip,2330
,,,,,
关于召开教材建设研讨会的通知,教材中心,2022/9/13,0,0,0
,,,,,
关于2022-2023学年第一学期重新学习选课的通知,教学运行,2022/9/13,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930381,2022年学院教学有关数据统计表格下载.zip,873
,,,,,
关于2021级体育理论教室安排表的通知,教学运行,2022/9/8,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=11930359,附件3：福州大学党政领导听课管理实施办法（福大教〔2022〕27号）.doc,870
,,,,,
