通知人,标题,日期,详情链接,下载量1,附件1,附件链接1,下载量2,附件2,附件链接2,下载量3,附件3,附件链接3,下载量4,附件4,附件链接4,下载量5,附件5,附件链接5,下载量6,附件6,附件链接6,下载量7,附件7,附件链接7,下载量8,附件8,附件链接8,下载量9,附件9,附件链接9
教材中心,关于做好2025-2026学年第一学期教材选用与征订工作的通知,2025-05-16,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=14061,66,附件1：已出版马克思主义理论研究和建设工程重点教材目录（截至2025年2月，共计119种）.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785218,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《中国近现代史纲要》课程期末考试安排的通知,2025-05-15,https://jwch.fzu.edu.cn/info/1036/14060.htm,423,2402史纲随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785065,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织申报2025年本科生开放探索性实验项目（课程）的通知,2025-05-15,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14059,149,2025年开放探索性实验项目（课程）通知附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785063,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于开展2023年本科生开放探索性实验项目（课程）结题验收工作的通知,2025-05-15,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14058,156,2023年开放探索性实验项目（课程）结题验收通知附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15785060,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期2023级、2024级体育理论教室安排的通知,2025-05-14,https://jwch.fzu.edu.cn/info/1036/14055.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十九期“教学有道”研讨活动的通知,2025-05-14,https://jwch.fzu.edu.cn/info/1040/14054.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《习近平新时代中国特色社会主义思想概论》课程期末考试安排的通知,2025-05-12,https://jwch.fzu.edu.cn/info/1036/14053.htm,292,2402习概随堂考.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784368,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期计算机语言类课程期末考试安排的通知,2025-05-12,https://jwch.fzu.edu.cn/info/1036/14052.htm,525,2402计算机语言类期末考-5.24.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784367,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《线性代数》、《线性代数与解析几何》课程期末考试安排的通知,2025-05-12,https://jwch.fzu.edu.cn/info/1036/14051.htm,304,2402线性代数、线性代数与解析几何期末考-5.25下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784365,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于做好2023年、2024年本科生科研训练计划项目结题工作的通知,2025-05-12,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14050,613,附件1：国家级、省级项目结题表格.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784364,973,附件2：校级项目结题表格.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15784363,,,,,,,,,,,,,,,,,,,,,
计划科,关于组织申报2025-2026学年第一学期通识教育选修课的通知,2025-05-12,https://jwch.fzu.edu.cn/info/1038/14048.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于公布第十五届大学生节能减排社会实践与科技竞赛暨第十一届材料创新、设计及应用竞赛获奖名单的通知,2025-05-09,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14045,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2025年度教师本科教学综合测评工作的通知,2025-05-09,https://jwch.fzu.edu.cn/info/1040/14044.htm,481,附件1-7.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15783740,,,,,,,,,,,,,,,,,,,,,,,,
教学通知,关于开展2025年度教师本科教学综合测评工作的通知,2025-05-09,https://jwch.fzu.edu.cn/info/1012/14043.htm,501,关于开展2025年度教师本科教学综合测评工作的通知.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15783736,,,,,,,,,,,,,,,,,,,,,,,,
教研教改,福州大学关于公布2023级数理综合班 专业分流学生名单及学科导师名单的通知,2025-05-09,https://jwch.fzu.edu.cn/info/1037/14042.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
计划科,2024-2025学年第二学期在校学生申请辅修专业的通知,2025-05-06,https://jwch.fzu.edu.cn/info/1038/14038.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十八场“教学有道”暨第二期智慧教学课程平台与AI智慧教学工具培训的通知,2025-05-06,https://jwch.fzu.edu.cn/info/1040/14037.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办2025年福州大学第二十五届数学竞赛暨第十七届全国大学生数学竞赛福建赛区选拔赛的通知,2025-04-30,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14034,1619,附件3：福州大学第二十五届数学竞赛大纲.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15782623,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于公布2025年（总第三十一期）本科生科研训练计划立项项目的通知,2025-04-30,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14033,2934,附件：福州大学2025年（总第三十一期）本科生科研训练计划立项项目汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15782627,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于期中党政领导集中听课的通知,2025-04-27,https://jwch.fzu.edu.cn/info/1040/14032.htm,185,附件1：福州大学课堂教学质量评估表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781690,412,附件2：第10-12周课表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781691,,,,,,,,,,,,,,,,,,,,,
实践科,福州大学关于公布第二十二届程序设计竞赛获奖名单的通知,2025-04-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14020,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于开展2025届本科毕业设计（论文）抽检送审工作的通知,2025-04-24,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14018,1885,附件1：福建省本科毕业论文（设计）抽检评议要素（试行）.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781146,2429,附件2：2025届福州大学本科毕业设计（论文）抽检情况汇总表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15781147,,,,,,,,,,,,,,,,,,,,,
质量办,关于福州大学第六十八场“教学有道”研讨活动延期举行的通知,2025-04-24,https://jwch.fzu.edu.cn/info/1040/14017.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2025年劳动节放假课程调整的通知,2025-04-24,https://jwch.fzu.edu.cn/info/1036/14016.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《工程制图E》课程期末考试安排的通知,2025-04-23,https://jwch.fzu.edu.cn/info/1036/14012.htm,238,2402工程制图E期末考-5.18上午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780905,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十八场“教学有道”研讨活动的通知,2025-04-23,https://jwch.fzu.edu.cn/info/1040/14011.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第九届网络信息安全竞赛的通知,2025-04-22,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14010,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织申报2025年大学生劳动教育实践基地的通知,2025-04-22,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=14008,169,附件：福州大学大学生劳动教育实践基地申报书.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780775,124,附件：福州大学大学生劳动教育实践基地申报汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780881,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《高等数学A（中）》、《高等数学B（下）》、《高等数学C（下）》课程半期考试安排的通知,2025-04-22,https://jwch.fzu.edu.cn/info/1036/14007.htm,521,2402高数半期考-5.11下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15780740,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2025届本科毕业生在校学习体验调研的通知,2025-04-22,https://jwch.fzu.edu.cn/info/1040/14006.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学通知,关于开展2025届本科毕业生在校学习体验调研的通知,2025-04-22,https://jwch.fzu.edu.cn/info/1012/14005.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2026届预计毕业生核对电子注册学历信息的通知,2025-04-17,https://jwch.fzu.edu.cn/info/1036/14002.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办2025年福州大学大学生电子设计竞赛暨全国大学生电子设计竞赛选拔赛的通知,2025-04-16,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=13999,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十七场“教学有道”研讨活动——暨2025年全国周培源大学生力学竞赛进校园活动的通知,2025-04-16,https://jwch.fzu.edu.cn/info/1040/13997.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十五届大学生节能减排社会实践与科技竞赛暨第十一届材料创新、设计及应用竞赛的通知,2025-04-15,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1039&wbnewsid=13995,258,附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15776222,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十九届数学建模竞赛暨2025年“高教社杯”全国大学生数学建模竞赛选拔赛的通知,2025-04-14,https://jwch.fzu.edu.cn/info/1039/13993.htm,379,附件.zip,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15775875,,,,,,,,,,,,,,,,,,,,,,,,
教材中心,2025年福建省高校教材联合巡展 （福州大学）活动通知,2025-04-11,https://jwch.fzu.edu.cn/content.jsp?urltype=news.NewsContentUrl&wbtreeid=1042&wbnewsid=13991,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《线性代数》课程半期考试安排的通知,2025-04-11,https://jwch.fzu.edu.cn/info/1036/13989.htm,287,2402线代半期考-4.26晚上.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15775021,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2025届预计毕业生补拍电子注册学历照片的通知,2025-04-10,https://jwch.fzu.edu.cn/info/1036/13988.htm,444,附件3：获得图像采集码途径.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15774886,394,附件1：行政北楼平面图.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15774887,2084,附件2：证件照拍摄要求.pdf,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15774888,,,,,,,,,,,,,,,,,,
教研教改,福州大学关于公布2023级数理金融实验班 学生主辅修专业及导师名单的通知,2025-04-09,https://jwch.fzu.edu.cn/info/1037/13986.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2025年春季学期本科实验教学专项检查的通知,2025-04-08,https://jwch.fzu.edu.cn/info/1040/13983.htm,396,附件.rar,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15773204,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2024年新上岗教师课堂授课达标考核的通知,2025-04-07,https://jwch.fzu.edu.cn/info/1040/13982.htm,294,附件2：2024年新上岗教师课堂授课达标考核情况汇总表---需一式三份报教评中心.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15771692,388,附件1：2024年福州大学新上岗教师达标培训班名单.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15771690,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十六场“教学有道”暨第一期智慧教学课程平台与AI智慧教学工具培训的通知,2025-04-07,https://jwch.fzu.edu.cn/info/1040/13981.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于开展大学生校外实践教学基地检查评估工作的通知,2025-04-02,https://jwch.fzu.edu.cn/info/1039/13977.htm,361,附件1：福州大学大学生校外实践教学基地检查评估汇总表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15770743,395,附件2：福州大学大学生校外实践教学基地检查评估表.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15770744,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2025年清明节放假课程调整的通知,2025-04-01,https://jwch.fzu.edu.cn/info/1036/13976.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《大学物理A（上）》、《大学物理B（上）》课程半期考试安排的通知,2025-04-01,https://jwch.fzu.edu.cn/info/1036/13974.htm,576,2402大物A上、B上半期考-4.13下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15770526,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于组织开展第十八届中国大学生计算机设计大赛校内预选赛的通知,2025-03-31,https://jwch.fzu.edu.cn/info/1039/13973.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第二十二届程序设计竞赛暨校ACM/ICPC集训队选拔赛的通知,2025-03-24,https://jwch.fzu.edu.cn/info/1039/13948.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期《概率论与数理统计》课程半期考试安排的通知,2025-03-24,https://jwch.fzu.edu.cn/info/1036/13947.htm,392,2402概率论半期考-4.13下午.xlsx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15767966,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办第六十五场“教学有道”研讨活动的通知,2025-03-20,https://jwch.fzu.edu.cn/info/1040/13945.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十六届企业经营模拟沙盘对抗赛的通知,2025-03-19,https://jwch.fzu.edu.cn/info/1039/13935.htm,793,附件：福州大学第十六届企业经营模拟沙盘对抗赛报名表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15766807,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于做好2025-2026学年第一学期排课准备工作的通知,2025-03-11,https://jwch.fzu.edu.cn/info/1036/13908.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
计划科,关于2024-2025学年第二学期爱课程平台参加通识教育选修课学习的重要提示,2025-03-11,https://jwch.fzu.edu.cn/info/1038/13907.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于举办福州大学第六十四场“教学有道”研讨活动的通知,2025-03-11,https://jwch.fzu.edu.cn/info/1040/13905.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
教学运行,关于做好2025年3月退役复学学生转专业的通知,2025-03-10,https://jwch.fzu.edu.cn/info/1036/13904.htm,402,福州大学参军退伍复学后学生转专业审批表.doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15764381,389,福州大学本科生转专业管理实施办法 .doc,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15764380,,,,,,,,,,,,,,,,,,,,,
教学运行,关于2024-2025学年第二学期重新学习选课、缴费的通知,2025-03-10,https://jwch.fzu.edu.cn/info/1036/13903.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
质量办,关于开展2025年春季学期申请类督导听课工作的通知,2025-03-07,https://jwch.fzu.edu.cn/info/1040/13901.htm,318,附件：2025年春季学期申请类督导听课汇总表.docx,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15764095,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第五届先进成图技术与产品信息建模创新大赛的通知,2025-03-06,https://jwch.fzu.edu.cn/info/1039/13900.htm,516,附件2：第五届福州大学先进成图技术与产品信息建模创新大赛报名表.xls,https://jwch.fzu.edu.cn/system/_content/download.jsp?urltype=news.DownloadAttachUrl&owner=1744984858&wbfileid=15763874,,,,,,,,,,,,,,,,,,,,,,,,
实践科,关于举办福州大学第十四届大学生软件设计与服务外包创新创业竞赛的通知,2025-03-06,https://jwch.fzu.edu.cn/info/1039/13898.htm,,,,,,,,,,,,,,,,,,,,,,,,,,,
